rewire_id,label_pred
sexism2022_english-18136,1.2 incitement and encouragement of harm
sexism2022_english-13836,2.2 aggressive and emotive attacks
sexism2022_english-6060,2.2 aggressive and emotive attacks
sexism2022_english-8907,4.2 supporting systemic discrimination against women as a group
sexism2022_english-14775,2.1 descriptive attacks
sexism2022_english-7096,2.1 descriptive attacks
sexism2022_english-7719,2.2 aggressive and emotive attacks
sexism2022_english-16668,2.2 aggressive and emotive attacks
sexism2022_english-8074,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6743,3.2 immutable gender differences and gender stereotypes
sexism2022_english-8344,2.2 aggressive and emotive attacks
sexism2022_english-9030,2.2 aggressive and emotive attacks
sexism2022_english-5994,4.2 supporting systemic discrimination against women as a group
sexism2022_english-12467,2.2 aggressive and emotive attacks
sexism2022_english-12784,2.1 descriptive attacks
sexism2022_english-1932,4.2 supporting systemic discrimination against women as a group
sexism2022_english-15753,2.2 aggressive and emotive attacks
sexism2022_english-17100,3.2 immutable gender differences and gender stereotypes
sexism2022_english-14143,2.1 descriptive attacks
sexism2022_english-14904,1.2 incitement and encouragement of harm
sexism2022_english-3392,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3906,4.1 supporting mistreatment of individual women
sexism2022_english-16073,1.2 incitement and encouragement of harm
sexism2022_english-4167,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16255,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-7675,4.2 supporting systemic discrimination against women as a group
sexism2022_english-17017,3.2 immutable gender differences and gender stereotypes
sexism2022_english-3865,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18715,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-7934,3.2 immutable gender differences and gender stereotypes
sexism2022_english-13587,2.1 descriptive attacks
sexism2022_english-9072,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-959,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7424,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13212,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4668,2.2 aggressive and emotive attacks
sexism2022_english-8225,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8261,2.1 descriptive attacks
sexism2022_english-15960,2.2 aggressive and emotive attacks
sexism2022_english-12476,3.2 immutable gender differences and gender stereotypes
sexism2022_english-4781,2.2 aggressive and emotive attacks
sexism2022_english-16183,2.2 aggressive and emotive attacks
sexism2022_english-19576,1.2 incitement and encouragement of harm
sexism2022_english-16769,2.1 descriptive attacks
sexism2022_english-455,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17730,2.2 aggressive and emotive attacks
sexism2022_english-8892,4.2 supporting systemic discrimination against women as a group
sexism2022_english-2120,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-614,1.2 incitement and encouragement of harm
sexism2022_english-18346,4.1 supporting mistreatment of individual women
sexism2022_english-12267,2.1 descriptive attacks
sexism2022_english-5790,2.1 descriptive attacks
sexism2022_english-11075,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-395,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9882,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18280,2.1 descriptive attacks
sexism2022_english-15178,2.1 descriptive attacks
sexism2022_english-1370,2.2 aggressive and emotive attacks
sexism2022_english-4661,4.1 supporting mistreatment of individual women
sexism2022_english-16193,4.2 supporting systemic discrimination against women as a group
sexism2022_english-3393,2.1 descriptive attacks
sexism2022_english-13224,3.3 backhanded gendered compliments
sexism2022_english-19395,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3170,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12508,2.1 descriptive attacks
sexism2022_english-2621,1.2 incitement and encouragement of harm
sexism2022_english-9084,2.1 descriptive attacks
sexism2022_english-4193,4.2 supporting systemic discrimination against women as a group
sexism2022_english-12679,4.2 supporting systemic discrimination against women as a group
sexism2022_english-10938,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-3630,2.2 aggressive and emotive attacks
sexism2022_english-6096,4.2 supporting systemic discrimination against women as a group
sexism2022_english-17739,2.2 aggressive and emotive attacks
sexism2022_english-11844,1.1 threats of harm
sexism2022_english-6442,1.2 incitement and encouragement of harm
sexism2022_english-19413,2.2 aggressive and emotive attacks
sexism2022_english-16100,4.2 supporting systemic discrimination against women as a group
sexism2022_english-17227,2.1 descriptive attacks
sexism2022_english-15742,2.1 descriptive attacks
sexism2022_english-19591,2.2 aggressive and emotive attacks
sexism2022_english-3263,2.1 descriptive attacks
sexism2022_english-6846,2.2 aggressive and emotive attacks
sexism2022_english-67,2.1 descriptive attacks
sexism2022_english-12521,2.1 descriptive attacks
sexism2022_english-11119,4.2 supporting systemic discrimination against women as a group
sexism2022_english-10921,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-15192,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-2650,1.2 incitement and encouragement of harm
sexism2022_english-3216,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17021,2.2 aggressive and emotive attacks
sexism2022_english-2389,2.2 aggressive and emotive attacks
sexism2022_english-13215,2.1 descriptive attacks
sexism2022_english-11979,2.1 descriptive attacks
sexism2022_english-8375,2.1 descriptive attacks
sexism2022_english-11763,2.1 descriptive attacks
sexism2022_english-909,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-12388,1.1 threats of harm
sexism2022_english-19322,3.2 immutable gender differences and gender stereotypes
sexism2022_english-11638,1.2 incitement and encouragement of harm
sexism2022_english-17942,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-10350,3.4 condescending explanations or unwelcome advice
sexism2022_english-17459,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-311,1.2 incitement and encouragement of harm
sexism2022_english-11822,1.2 incitement and encouragement of harm
sexism2022_english-2011,1.2 incitement and encouragement of harm
sexism2022_english-375,2.2 aggressive and emotive attacks
sexism2022_english-11170,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7561,2.1 descriptive attacks
sexism2022_english-19583,3.2 immutable gender differences and gender stereotypes
sexism2022_english-19048,2.2 aggressive and emotive attacks
sexism2022_english-1149,2.2 aggressive and emotive attacks
sexism2022_english-17101,2.1 descriptive attacks
sexism2022_english-14197,2.2 aggressive and emotive attacks
sexism2022_english-7873,2.1 descriptive attacks
sexism2022_english-11845,4.2 supporting systemic discrimination against women as a group
sexism2022_english-7902,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-86,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15343,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-404,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6336,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6693,3.2 immutable gender differences and gender stereotypes
sexism2022_english-15616,3.2 immutable gender differences and gender stereotypes
sexism2022_english-1110,2.1 descriptive attacks
sexism2022_english-5945,2.2 aggressive and emotive attacks
sexism2022_english-16758,2.1 descriptive attacks
sexism2022_english-16219,2.1 descriptive attacks
sexism2022_english-7803,1.2 incitement and encouragement of harm
sexism2022_english-3523,1.2 incitement and encouragement of harm
sexism2022_english-1839,4.1 supporting mistreatment of individual women
sexism2022_english-3431,2.2 aggressive and emotive attacks
sexism2022_english-2392,4.2 supporting systemic discrimination against women as a group
sexism2022_english-13560,2.1 descriptive attacks
sexism2022_english-2088,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13913,2.2 aggressive and emotive attacks
sexism2022_english-12867,2.1 descriptive attacks
sexism2022_english-11395,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-10990,2.1 descriptive attacks
sexism2022_english-4081,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19973,2.2 aggressive and emotive attacks
sexism2022_english-7111,2.2 aggressive and emotive attacks
sexism2022_english-11165,2.1 descriptive attacks
sexism2022_english-6761,2.1 descriptive attacks
sexism2022_english-19029,2.1 descriptive attacks
sexism2022_english-14147,2.1 descriptive attacks
sexism2022_english-4575,2.1 descriptive attacks
sexism2022_english-13518,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-19892,2.2 aggressive and emotive attacks
sexism2022_english-106,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13725,1.2 incitement and encouragement of harm
sexism2022_english-18100,1.2 incitement and encouragement of harm
sexism2022_english-7190,2.2 aggressive and emotive attacks
sexism2022_english-5747,2.1 descriptive attacks
sexism2022_english-3476,2.2 aggressive and emotive attacks
sexism2022_english-12996,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-12565,4.2 supporting systemic discrimination against women as a group
sexism2022_english-5965,3.3 backhanded gendered compliments
sexism2022_english-11038,2.1 descriptive attacks
sexism2022_english-15986,2.2 aggressive and emotive attacks
sexism2022_english-16274,2.2 aggressive and emotive attacks
sexism2022_english-11559,3.2 immutable gender differences and gender stereotypes
sexism2022_english-8288,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17997,4.2 supporting systemic discrimination against women as a group
sexism2022_english-1435,2.2 aggressive and emotive attacks
sexism2022_english-13469,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-1211,2.2 aggressive and emotive attacks
sexism2022_english-16757,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16025,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-5375,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11886,1.2 incitement and encouragement of harm
sexism2022_english-11254,2.2 aggressive and emotive attacks
sexism2022_english-766,4.2 supporting systemic discrimination against women as a group
sexism2022_english-4718,1.2 incitement and encouragement of harm
sexism2022_english-6480,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12897,2.1 descriptive attacks
sexism2022_english-4217,2.1 descriptive attacks
sexism2022_english-15456,4.1 supporting mistreatment of individual women
sexism2022_english-18126,4.2 supporting systemic discrimination against women as a group
sexism2022_english-17418,2.1 descriptive attacks
sexism2022_english-13979,3.3 backhanded gendered compliments
sexism2022_english-12211,2.1 descriptive attacks
sexism2022_english-4162,2.1 descriptive attacks
sexism2022_english-16340,3.2 immutable gender differences and gender stereotypes
sexism2022_english-13047,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18300,1.2 incitement and encouragement of harm
sexism2022_english-6843,2.1 descriptive attacks
sexism2022_english-10573,2.1 descriptive attacks
sexism2022_english-2667,4.2 supporting systemic discrimination against women as a group
sexism2022_english-8112,1.2 incitement and encouragement of harm
sexism2022_english-8878,2.1 descriptive attacks
sexism2022_english-14567,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7984,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-9149,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6755,2.2 aggressive and emotive attacks
sexism2022_english-17073,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-5551,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-5072,3.2 immutable gender differences and gender stereotypes
sexism2022_english-17801,2.2 aggressive and emotive attacks
sexism2022_english-17036,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11761,3.4 condescending explanations or unwelcome advice
sexism2022_english-16781,2.2 aggressive and emotive attacks
sexism2022_english-10231,1.2 incitement and encouragement of harm
sexism2022_english-5579,2.2 aggressive and emotive attacks
sexism2022_english-11241,2.1 descriptive attacks
sexism2022_english-5925,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-5145,2.2 aggressive and emotive attacks
sexism2022_english-14711,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16099,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14217,2.1 descriptive attacks
sexism2022_english-5384,2.2 aggressive and emotive attacks
sexism2022_english-3186,1.2 incitement and encouragement of harm
sexism2022_english-10028,4.2 supporting systemic discrimination against women as a group
sexism2022_english-1420,2.1 descriptive attacks
sexism2022_english-7860,4.1 supporting mistreatment of individual women
sexism2022_english-1134,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14593,2.1 descriptive attacks
sexism2022_english-14057,2.1 descriptive attacks
sexism2022_english-13150,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18441,1.2 incitement and encouragement of harm
sexism2022_english-679,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-4537,1.1 threats of harm
sexism2022_english-5787,2.2 aggressive and emotive attacks
sexism2022_english-10263,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8691,2.2 aggressive and emotive attacks
sexism2022_english-10880,2.2 aggressive and emotive attacks
sexism2022_english-2798,3.2 immutable gender differences and gender stereotypes
sexism2022_english-4055,2.2 aggressive and emotive attacks
sexism2022_english-12207,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11744,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-16448,2.1 descriptive attacks
sexism2022_english-14219,2.2 aggressive and emotive attacks
sexism2022_english-16956,3.2 immutable gender differences and gender stereotypes
sexism2022_english-14900,1.2 incitement and encouragement of harm
sexism2022_english-1907,3.2 immutable gender differences and gender stereotypes
sexism2022_english-3830,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12576,2.2 aggressive and emotive attacks
sexism2022_english-14500,2.1 descriptive attacks
sexism2022_english-9435,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14648,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11408,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16397,2.2 aggressive and emotive attacks
sexism2022_english-15103,3.2 immutable gender differences and gender stereotypes
sexism2022_english-829,2.1 descriptive attacks
sexism2022_english-8188,2.2 aggressive and emotive attacks
sexism2022_english-8221,2.1 descriptive attacks
sexism2022_english-15020,3.2 immutable gender differences and gender stereotypes
sexism2022_english-15474,1.2 incitement and encouragement of harm
sexism2022_english-15582,3.2 immutable gender differences and gender stereotypes
sexism2022_english-14943,2.2 aggressive and emotive attacks
sexism2022_english-389,1.2 incitement and encouragement of harm
sexism2022_english-10330,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16826,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11121,4.2 supporting systemic discrimination against women as a group
sexism2022_english-13940,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11149,2.2 aggressive and emotive attacks
sexism2022_english-4639,3.3 backhanded gendered compliments
sexism2022_english-12534,2.2 aggressive and emotive attacks
sexism2022_english-4069,2.2 aggressive and emotive attacks
sexism2022_english-6198,2.1 descriptive attacks
sexism2022_english-17,2.2 aggressive and emotive attacks
sexism2022_english-1196,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-10465,2.1 descriptive attacks
sexism2022_english-3587,2.2 aggressive and emotive attacks
sexism2022_english-7642,1.2 incitement and encouragement of harm
sexism2022_english-1096,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-5424,2.1 descriptive attacks
sexism2022_english-4950,2.2 aggressive and emotive attacks
sexism2022_english-5361,2.1 descriptive attacks
sexism2022_english-4370,1.2 incitement and encouragement of harm
sexism2022_english-5827,2.2 aggressive and emotive attacks
sexism2022_english-5867,1.2 incitement and encouragement of harm
sexism2022_english-808,3.4 condescending explanations or unwelcome advice
sexism2022_english-17616,1.2 incitement and encouragement of harm
sexism2022_english-8078,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6795,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8197,2.1 descriptive attacks
sexism2022_english-13101,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-1823,2.2 aggressive and emotive attacks
sexism2022_english-12260,1.2 incitement and encouragement of harm
sexism2022_english-9477,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18062,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18919,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-9124,2.1 descriptive attacks
sexism2022_english-19330,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8237,1.2 incitement and encouragement of harm
sexism2022_english-14067,3.2 immutable gender differences and gender stereotypes
sexism2022_english-19888,2.1 descriptive attacks
sexism2022_english-19778,2.2 aggressive and emotive attacks
sexism2022_english-4608,3.2 immutable gender differences and gender stereotypes
sexism2022_english-15540,2.2 aggressive and emotive attacks
sexism2022_english-262,2.1 descriptive attacks
sexism2022_english-13255,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3500,2.1 descriptive attacks
sexism2022_english-19056,2.1 descriptive attacks
sexism2022_english-4053,2.1 descriptive attacks
sexism2022_english-9291,2.1 descriptive attacks
sexism2022_english-1854,1.2 incitement and encouragement of harm
sexism2022_english-19131,2.1 descriptive attacks
sexism2022_english-17108,3.2 immutable gender differences and gender stereotypes
sexism2022_english-90,2.2 aggressive and emotive attacks
sexism2022_english-19203,2.1 descriptive attacks
sexism2022_english-767,2.2 aggressive and emotive attacks
sexism2022_english-10112,2.1 descriptive attacks
sexism2022_english-10516,2.1 descriptive attacks
sexism2022_english-19018,4.2 supporting systemic discrimination against women as a group
sexism2022_english-3443,2.1 descriptive attacks
sexism2022_english-10026,2.1 descriptive attacks
sexism2022_english-10203,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-5676,3.4 condescending explanations or unwelcome advice
sexism2022_english-1351,2.1 descriptive attacks
sexism2022_english-2317,2.1 descriptive attacks
sexism2022_english-12700,4.2 supporting systemic discrimination against women as a group
sexism2022_english-6874,2.1 descriptive attacks
sexism2022_english-18709,2.1 descriptive attacks
sexism2022_english-19890,2.2 aggressive and emotive attacks
sexism2022_english-18213,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8384,2.2 aggressive and emotive attacks
sexism2022_english-2882,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6980,2.1 descriptive attacks
sexism2022_english-9303,3.2 immutable gender differences and gender stereotypes
sexism2022_english-2413,2.1 descriptive attacks
sexism2022_english-5214,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4758,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16174,2.1 descriptive attacks
sexism2022_english-1520,2.2 aggressive and emotive attacks
sexism2022_english-14758,1.2 incitement and encouragement of harm
sexism2022_english-14232,2.2 aggressive and emotive attacks
sexism2022_english-2110,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8091,3.2 immutable gender differences and gender stereotypes
sexism2022_english-13460,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4921,1.2 incitement and encouragement of harm
sexism2022_english-16217,4.2 supporting systemic discrimination against women as a group
sexism2022_english-2940,4.2 supporting systemic discrimination against women as a group
sexism2022_english-9254,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11529,2.2 aggressive and emotive attacks
sexism2022_english-8439,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16292,2.1 descriptive attacks
sexism2022_english-6250,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6804,2.1 descriptive attacks
sexism2022_english-1664,2.2 aggressive and emotive attacks
sexism2022_english-15286,2.2 aggressive and emotive attacks
sexism2022_english-13042,2.2 aggressive and emotive attacks
sexism2022_english-19911,1.2 incitement and encouragement of harm
sexism2022_english-78,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-18247,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16493,2.1 descriptive attacks
sexism2022_english-19211,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-8889,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-8034,2.1 descriptive attacks
sexism2022_english-8926,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-16414,3.2 immutable gender differences and gender stereotypes
sexism2022_english-12245,2.1 descriptive attacks
sexism2022_english-7490,2.2 aggressive and emotive attacks
sexism2022_english-19308,2.1 descriptive attacks
sexism2022_english-18066,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4656,2.1 descriptive attacks
sexism2022_english-1506,2.1 descriptive attacks
sexism2022_english-9087,1.1 threats of harm
sexism2022_english-13693,2.1 descriptive attacks
sexism2022_english-9513,2.1 descriptive attacks
sexism2022_english-11340,2.2 aggressive and emotive attacks
sexism2022_english-14211,2.1 descriptive attacks
sexism2022_english-19257,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4204,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17649,3.2 immutable gender differences and gender stereotypes
sexism2022_english-289,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-7682,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3734,1.2 incitement and encouragement of harm
sexism2022_english-9026,4.1 supporting mistreatment of individual women
sexism2022_english-8739,4.2 supporting systemic discrimination against women as a group
sexism2022_english-12768,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-14372,2.2 aggressive and emotive attacks
sexism2022_english-1667,3.2 immutable gender differences and gender stereotypes
sexism2022_english-13368,2.2 aggressive and emotive attacks
sexism2022_english-19470,2.2 aggressive and emotive attacks
sexism2022_english-8398,1.1 threats of harm
sexism2022_english-13099,2.2 aggressive and emotive attacks
sexism2022_english-14044,2.2 aggressive and emotive attacks
sexism2022_english-16079,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-7362,3.2 immutable gender differences and gender stereotypes
sexism2022_english-9692,3.2 immutable gender differences and gender stereotypes
sexism2022_english-7003,2.1 descriptive attacks
sexism2022_english-17647,2.1 descriptive attacks
sexism2022_english-19925,2.1 descriptive attacks
sexism2022_english-11619,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6090,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-1835,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16603,1.2 incitement and encouragement of harm
sexism2022_english-4184,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17565,2.2 aggressive and emotive attacks
sexism2022_english-12799,2.1 descriptive attacks
sexism2022_english-5209,2.2 aggressive and emotive attacks
sexism2022_english-6057,4.2 supporting systemic discrimination against women as a group
sexism2022_english-12255,2.2 aggressive and emotive attacks
sexism2022_english-8150,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7620,2.2 aggressive and emotive attacks
sexism2022_english-11609,3.2 immutable gender differences and gender stereotypes
sexism2022_english-8503,3.2 immutable gender differences and gender stereotypes
sexism2022_english-1869,3.2 immutable gender differences and gender stereotypes
sexism2022_english-17440,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-16803,2.2 aggressive and emotive attacks
sexism2022_english-7549,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11071,2.2 aggressive and emotive attacks
sexism2022_english-10728,4.2 supporting systemic discrimination against women as a group
sexism2022_english-16610,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-8491,2.2 aggressive and emotive attacks
sexism2022_english-16578,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-1482,2.1 descriptive attacks
sexism2022_english-8318,2.1 descriptive attacks
sexism2022_english-9615,2.1 descriptive attacks
sexism2022_english-2889,3.2 immutable gender differences and gender stereotypes
sexism2022_english-12163,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7977,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12170,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11015,2.2 aggressive and emotive attacks
sexism2022_english-12093,3.2 immutable gender differences and gender stereotypes
sexism2022_english-7851,2.1 descriptive attacks
sexism2022_english-6361,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6304,2.1 descriptive attacks
sexism2022_english-7820,2.1 descriptive attacks
sexism2022_english-17991,2.1 descriptive attacks
sexism2022_english-2818,2.1 descriptive attacks
sexism2022_english-17158,2.2 aggressive and emotive attacks
sexism2022_english-9684,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-9116,4.1 supporting mistreatment of individual women
sexism2022_english-1069,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13625,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17469,2.2 aggressive and emotive attacks
sexism2022_english-5977,2.1 descriptive attacks
sexism2022_english-17780,3.2 immutable gender differences and gender stereotypes
sexism2022_english-647,3.2 immutable gender differences and gender stereotypes
sexism2022_english-9177,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-14094,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11692,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11496,1.2 incitement and encouragement of harm
sexism2022_english-5886,1.2 incitement and encouragement of harm
sexism2022_english-15108,4.2 supporting systemic discrimination against women as a group
sexism2022_english-9403,1.2 incitement and encouragement of harm
sexism2022_english-10456,2.2 aggressive and emotive attacks
sexism2022_english-368,2.2 aggressive and emotive attacks
sexism2022_english-8351,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11231,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18016,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15918,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15899,2.1 descriptive attacks
sexism2022_english-15081,1.1 threats of harm
sexism2022_english-8979,2.1 descriptive attacks
sexism2022_english-6880,2.1 descriptive attacks
sexism2022_english-7036,4.2 supporting systemic discrimination against women as a group
sexism2022_english-12075,2.2 aggressive and emotive attacks
sexism2022_english-1131,3.2 immutable gender differences and gender stereotypes
sexism2022_english-9258,1.2 incitement and encouragement of harm
sexism2022_english-17117,3.2 immutable gender differences and gender stereotypes
sexism2022_english-19601,2.1 descriptive attacks
sexism2022_english-919,3.2 immutable gender differences and gender stereotypes
sexism2022_english-8914,4.2 supporting systemic discrimination against women as a group
sexism2022_english-9599,2.2 aggressive and emotive attacks
sexism2022_english-18558,2.2 aggressive and emotive attacks
sexism2022_english-6974,2.1 descriptive attacks
sexism2022_english-460,2.1 descriptive attacks
sexism2022_english-11498,2.1 descriptive attacks
sexism2022_english-820,2.1 descriptive attacks
sexism2022_english-3646,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-14974,2.1 descriptive attacks
sexism2022_english-12295,1.2 incitement and encouragement of harm
sexism2022_english-15150,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14605,1.2 incitement and encouragement of harm
sexism2022_english-7026,4.2 supporting systemic discrimination against women as a group
sexism2022_english-18814,2.1 descriptive attacks
sexism2022_english-13241,2.2 aggressive and emotive attacks
sexism2022_english-740,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12458,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-2550,2.1 descriptive attacks
sexism2022_english-9926,1.1 threats of harm
sexism2022_english-16056,4.2 supporting systemic discrimination against women as a group
sexism2022_english-19579,2.1 descriptive attacks
sexism2022_english-4250,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18230,3.2 immutable gender differences and gender stereotypes
sexism2022_english-17935,2.1 descriptive attacks
sexism2022_english-19272,2.2 aggressive and emotive attacks
sexism2022_english-4416,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18444,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-2617,3.3 backhanded gendered compliments
sexism2022_english-18744,2.1 descriptive attacks
sexism2022_english-15798,2.2 aggressive and emotive attacks
sexism2022_english-2318,1.2 incitement and encouragement of harm
